Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
1000847,Schwertberg,"Schwertberg,Upper Austria,Austria",20045,AT,City,Active
1000848,Seewalchen am Attersee,"Seewalchen am Attersee,Upper Austria,Austria",20045,AT,City,Active
1000849,Stadl-Paura,"Stadl-Paura,Upper Austria,Austria",20045,AT,Municipality,Active
1000850,Steyr,"Steyr,Upper Austria,Austria",20045,AT,City,Active
1000851,Thalheim bei Wels,"Thalheim bei Wels,Upper Austria,Austria",20045,AT,City,Active
1000852,Traun,"Traun,Upper Austria,Austria",20045,AT,City,Active
1000853,Vocklabruck,"Vocklabruck,Upper Austria,Austria",20045,AT,City,Active
1000854,Vocklamarkt,"Vocklamarkt,Upper Austria,Austria",20045,AT,City,Active
1000855,Vorchdorf,"Vorchdorf,Upper Austria,Austria",20045,AT,City,Active
1000856,Waldkirchen am Wesen,"Waldkirchen am Wesen,Upper Austria,Austria",20045,AT,City,Active
1000857,Wels,"Wels,Upper Austria,Austria",20045,AT,City,Active
1000858,Wernstein am Inn,"Wernstein am Inn,Upper Austria,Austria",20045,AT,City,Active
1000860,Anif,"Anif,Salzburg,Austria",20046,AT,City,Active
1000861,Bad Hofgastein,"Bad Hofgastein,Salzburg,Austria",20046,AT,City,Active
1000862,Badgastein,"Badgastein,Salzburg,Austria",20046,AT,City,Active
1000863,Bergheim,"Bergheim,Salzburg,Austria",20046,AT,City,Active
1000864,Bischofshofen,"Bischofshofen,Salzburg,Austria",20046,AT,City,Active
1000865,Eugendorf,"Eugendorf,Salzburg,Austria",20046,AT,City,Active
1000866,Fusch,"Fusch,Salzburg,Austria",20046,AT,City,Active
1000867,Fuschl,"Fuschl,Salzburg,Austria",20046,AT,City,Active
1000869,Grodig,"Grodig,Salzburg,Austria",20046,AT,City,Active
1000870,Hallein,"Hallein,Salzburg,Austria",20046,AT,City,Active
1000871,Kaprun,"Kaprun,Salzburg,Austria",20046,AT,City,Active
1000872,Lofer,"Lofer,Salzburg,Austria",20046,AT,City,Active
1000873,Michaelbeuern,"Michaelbeuern,Salzburg,Austria",20046,AT,City,Active
1000874,Oberalm,"Oberalm,Salzburg,Austria",20046,AT,City,Active
1000875,Pfarrwerfen,"Pfarrwerfen,Salzburg,Austria",20046,AT,City,Active
1000876,Rauris,"Rauris,Salzburg,Austria",20046,AT,City,Active
1000877,Saalbach-Hinterglemm,"Saalbach-Hinterglemm,Salzburg,Austria",20046,AT,City,Active
1000878,Salzburg,"Salzburg,Salzburg,Austria",20046,AT,City,Active
1000879,Schwarzach im Pongau,"Schwarzach im Pongau,Salzburg,Austria",20046,AT,City,Active
1000880,Siezenheim,"Siezenheim,Salzburg,Austria",20046,AT,City,Active
1000881,Tamsweg,"Tamsweg,Salzburg,Austria",20046,AT,City,Active
1000882,Thalgau,"Thalgau,Salzburg,Austria",20046,AT,City,Active
1000884,Zell am See,"Zell am See,Salzburg,Austria",20046,AT,City,Active
1000885,Admont,"Admont,Styria,Austria",20047,AT,City,Active
1000886,Bad Gleichenberg,"Bad Gleichenberg,Styria,Austria",20047,AT,City,Active
1000887,Bad Radkersburg,"Bad Radkersburg,Styria,Austria",20047,AT,City,Active
1000888,Birkfeld,"Birkfeld,Styria,Austria",20047,AT,City,Active
1000889,Bruck an der Mur,"Bruck an der Mur,Styria,Austria",20047,AT,City,Active
1000890,Deutschlandsberg,"Deutschlandsberg,Styria,Austria",20047,AT,City,Active
1000892,Ehrenhausen,"Ehrenhausen,Styria,Austria",20047,AT,City,Active
1000893,Eisenerz,"Eisenerz,Styria,Austria",20047,AT,City,Active
1000894,Feldbach,"Feldbach,Styria,Austria",20047,AT,City,Active
1000895,Frauental an der Lassnitz,"Frauental an der Lassnitz,Styria,Austria",20047,AT,Neighborhood,Active
1000896,Frohnleiten,"Frohnleiten,Styria,Austria",20047,AT,City,Active
1000898,Gleisdorf,"Gleisdorf,Styria,Austria",20047,AT,City,Active
1000899,Gratkorn,"Gratkorn,Styria,Austria",20047,AT,City,Active
1000900,Graz,"Graz,Styria,Austria",20047,AT,City,Active
1000901,Hartberg,"Hartberg,Styria,Austria",20047,AT,City,Active
1000902,Hausmannstatten,"Hausmannstatten,Styria,Austria",20047,AT,City,Active
1000903,Ilz,"Ilz,Styria,Austria",20047,AT,City,Active
1000904,Judenburg,"Judenburg,Styria,Austria",20047,AT,City,Active
1000905,Kalsdorf bei Graz,"Kalsdorf bei Graz,Styria,Austria",20047,AT,City,Active
1000906,Kapfenberg,"Kapfenberg,Styria,Austria",20047,AT,City,Active
1000907,Kindberg,"Kindberg,Styria,Austria",20047,AT,City,Active
1000908,Knittelfeld,"Knittelfeld,Styria,Austria",20047,AT,City,Active
1000909,Koflach,"Koflach,Styria,Austria",20047,AT,City,Active
1000910,Alpl,"Alpl,Styria,Austria",20047,AT,City,Active
1000911,Leibnitz,"Leibnitz,Styria,Austria",20047,AT,City,Active
1000912,Leoben,"Leoben,Styria,Austria",20047,AT,City,Active
1000913,Liezen,"Liezen,Styria,Austria",20047,AT,City,Active
1000914,Mariazell,"Mariazell,Styria,Austria",20047,AT,City,Active
1000915,Murau,"Murau,Styria,Austria",20047,AT,City,Active
1000916,Mureck,"Mureck,Styria,Austria",20047,AT,City,Active
1000917,Murzzuschlag,"Murzzuschlag,Styria,Austria",20047,AT,City,Active
1000918,Rottenmann,"Rottenmann,Styria,Austria",20047,AT,City,Active
1000919,Sankt Lambrecht,"Sankt Lambrecht,Styria,Austria",20047,AT,City,Active
1000920,Sankt Margarethen an der Raab,"Sankt Margarethen an der Raab,Styria,Austria",20047,AT,City,Active
1000922,Schladming,"Schladming,Styria,Austria",20047,AT,City,Active
1000924,Stubenberg,"Stubenberg,Styria,Austria",20047,AT,City,Active
1000925,Unterpremstatten,"Unterpremstatten,Styria,Austria",20047,AT,City,Active
1000926,Voitsberg,"Voitsberg,Styria,Austria",20047,AT,City,Active
1000927,Weiz,"Weiz,Styria,Austria",20047,AT,City,Active
1000928,Zeltweg,"Zeltweg,Styria,Austria",20047,AT,City,Active
1000929,Absam,"Absam,Tyrol,Austria",20048,AT,City,Active
1000930,Achenkirch,"Achenkirch,Tyrol,Austria",20048,AT,City,Active
1000931,Axams,"Axams,Tyrol,Austria",20048,AT,City,Active
1000932,Brixlegg,"Brixlegg,Tyrol,Austria",20048,AT,City,Active
1000933,Bruck am Ziller,"Bruck am Ziller,Tyrol,Austria",20048,AT,City,Active
1000934,Ehrwald,"Ehrwald,Tyrol,Austria",20048,AT,City,Active
1000935,Fulpmes,"Fulpmes,Tyrol,Austria",20048,AT,City,Active
1000936,Galtur,"Galtur,Tyrol,Austria",20048,AT,City,Active
1000937,Hall in Tirol,"Hall in Tirol,Tyrol,Austria",20048,AT,City,Active
1000939,Hopfgarten im Brixental,"Hopfgarten im Brixental,Tyrol,Austria",20048,AT,City,Active
1000940,Imst,"Imst,Tyrol,Austria",20048,AT,City,Active
1000941,Innsbruck,"Innsbruck,Tyrol,Austria",20048,AT,City,Active
1000942,Jenbach,"Jenbach,Tyrol,Austria",20048,AT,City,Active
1000943,Kitzbuhel,"Kitzbuhel,Tyrol,Austria",20048,AT,City,Active
1000944,Kufstein,"Kufstein,Tyrol,Austria",20048,AT,City,Active
1000945,Kundl,"Kundl,Tyrol,Austria",20048,AT,City,Active
1000946,Landeck,"Landeck,Tyrol,Austria",20048,AT,City,Active
1000947,Lermoos,"Lermoos,Tyrol,Austria",20048,AT,City,Active
1000948,Lienz,"Lienz,Tyrol,Austria",20048,AT,City,Active
1000949,Mayrhofen,"Mayrhofen,Tyrol,Austria",20048,AT,City,Active
1000950,Mieming,"Mieming,Tyrol,Austria",20048,AT,City,Active
1000951,Pians,"Pians,Tyrol,Austria",20048,AT,City,Active
1000952,Pill,"Pill,Tyrol,Austria",20048,AT,City,Active
1000953,Reutte,"Reutte,Tyrol,Austria",20048,AT,City,Active
1000954,Saint Anton am Arlberg,"Saint Anton am Arlberg,Tyrol,Austria",20048,AT,City,Active
1000955,Sankt Johann Im Walde,"Sankt Johann Im Walde,Tyrol,Austria",20048,AT,City,Active
1000956,Schwaz,"Schwaz,Tyrol,Austria",20048,AT,City,Active
1000957,Seefeld,"Seefeld,Tyrol,Austria",20048,AT,City,Active
1000958,Sillian,"Sillian,Tyrol,Austria",20048,AT,City,Active
1000959,Soelden,"Soelden,Tyrol,Austria",20048,AT,City,Active
1000960,Steeg,"Steeg,Tyrol,Austria",20048,AT,City,Active
1000962,Volders,"Volders,Tyrol,Austria",20048,AT,City,Active
1000963,Vomp,"Vomp,Tyrol,Austria",20048,AT,City,Active
1000964,Walchsee,"Walchsee,Tyrol,Austria",20048,AT,City,Active
1000965,Wattens,"Wattens,Tyrol,Austria",20048,AT,City,Active
1000966,Worgl,"Worgl,Tyrol,Austria",20048,AT,City,Active
1000967,Zams,"Zams,Tyrol,Austria",20048,AT,City,Active
1000968,Zirl,"Zirl,Tyrol,Austria",20048,AT,City,Active
1000969,Altach,"Altach,Vorarlberg,Austria",20049,AT,City,Active
1000970,Bezau,"Bezau,Vorarlberg,Austria",20049,AT,City,Active
1000971,Bludenz,"Bludenz,Vorarlberg,Austria",20049,AT,City,Active
1000972,Brand,"Brand,Vorarlberg,Austria",20049,AT,City,Active
1000973,Bregenz,"Bregenz,Vorarlberg,Austria",20049,AT,City,Active
1000974,Dornbirn,"Dornbirn,Vorarlberg,Austria",20049,AT,City,Active
1000975,Egg,"Egg,Vorarlberg,Austria",20049,AT,City,Active
1000976,Feldkirch,"Feldkirch,Vorarlberg,Austria",20049,AT,City,Active
1000978,Gotzis,"Gotzis,Vorarlberg,Austria",20049,AT,City,Active
1000979,Hard,"Hard,Vorarlberg,Austria",20049,AT,City,Active
1000981,Hochst,"Hochst,Vorarlberg,Austria",20049,AT,City,Active
1000982,Hohenems,"Hohenems,Vorarlberg,Austria",20049,AT,City,Active
1000983,Kennelbach,"Kennelbach,Vorarlberg,Austria",20049,AT,City,Active
1000984,Koblach,"Koblach,Vorarlberg,Austria",20049,AT,City,Active
1000985,Lauterach,"Lauterach,Vorarlberg,Austria",20049,AT,City,Active
1000986,Lech,"Lech,Vorarlberg,Austria",20049,AT,City,Active
1000987,Lochau,"Lochau,Vorarlberg,Austria",20049,AT,City,Active
1000988,Lustenau,"Lustenau,Vorarlberg,Austria",20049,AT,City,Active
1000989,Nenzing,"Nenzing,Vorarlberg,Austria",20049,AT,City,Active
1000990,Rankweil,"Rankweil,Vorarlberg,Austria",20049,AT,City,Active
1000991,Schlins,"Schlins,Vorarlberg,Austria",20049,AT,City,Active
1000992,Schruns,"Schruns,Vorarlberg,Austria",20049,AT,City,Active
1000993,Schwarzach,"Schwarzach,Vorarlberg,Austria",20049,AT,City,Active
1000994,Sulzberg,"Sulzberg,Vorarlberg,Austria",20049,AT,City,Active
1000996,Wolfurt,"Wolfurt,Vorarlberg,Austria",20049,AT,City,Active
1000997,Vienna,"Vienna,Vienna,Austria",20050,AT,City,Active
1000998,Baku,"Baku,Azerbaijan",2031,AZ,City,Active
1001001,Anderlecht,"Anderlecht,Brussels,Belgium",20052,BE,City,Active
1001003,Bertem,"Bertem,Flanders,Belgium",9069523,BE,City,Active
1001004,Brussels,"Brussels,Brussels,Belgium",20052,BE,City,Active
1001006,Etterbeek,"Etterbeek,Brussels,Belgium",20052,BE,City,Active
1001007,Evere,"Evere,Brussels,Belgium",20052,BE,City,Active
1001009,Hoeilaart,"Hoeilaart,Flanders,Belgium",9069523,BE,City,Active
1001010,Ixelles,"Ixelles,Brussels,Belgium",20052,BE,City,Active
1001011,Jette,"Jette,Brussels,Belgium",20052,BE,City,Active
1001012,Kraainem,"Kraainem,Flanders,Belgium",9069523,BE,City,Active
1001015,Schaerbeek,"Schaerbeek,Brussels,Belgium",20052,BE,City,Active
1001018,Uccle,"Uccle,Brussels,Belgium",20052,BE,City,Active
1001019,Wezembeek-Oppem,"Wezembeek-Oppem,Flanders,Belgium",9069523,BE,City,Active
1001020,Woluwe-Saint-Lambert,"Woluwe-Saint-Lambert,Brussels,Belgium",20052,BE,City,Active
1001021,Antwerp,"Antwerp,Antwerp,Flanders,Belgium",9069523,BE,City,Active
1001022,Arendonk,"Arendonk,Flanders,Belgium",9069523,BE,City,Active
1001025,Balen,"Balen,Flanders,Belgium",9069523,BE,City,Active
1001026,Beerse,"Beerse,Flanders,Belgium",9069523,BE,City,Active
1001027,Boechout,"Boechout,Flanders,Belgium",9069523,BE,City,Active
1001028,Bonheiden,"Bonheiden,Flanders,Belgium",9069523,BE,City,Active
1001030,Boom,"Boom,Flanders,Belgium",9069523,BE,City,Active
1001032,Bornem,"Bornem,Flanders,Belgium",9069523,BE,City,Active
1001034,Brasschaat,"Brasschaat,Flanders,Belgium",9069523,BE,City,Active
1001038,Duffel,"Duffel,Flanders,Belgium",9069523,BE,City,Active
1001039,Edegem,"Edegem,Flanders,Belgium",9069523,BE,City,Active
1001041,Essen,"Essen,Flanders,Belgium",9069523,BE,City,Active
1001042,Geel,"Geel,Flanders,Belgium",9069523,BE,City,Active
1001044,Grobbendonk,"Grobbendonk,Flanders,Belgium",9069523,BE,City,Active
1001045,Heist-op-den-Berg,"Heist-op-den-Berg,Flanders,Belgium",9069523,BE,City,Active
1001046,Hemiksem,"Hemiksem,Flanders,Belgium",9069523,BE,City,Active
1001047,Herentals,"Herentals,Flanders,Belgium",9069523,BE,City,Active
1001049,Hoogstraten,"Hoogstraten,Flanders,Belgium",9069523,BE,City,Active
1001051,Kalmthout,"Kalmthout,Flanders,Belgium",9069523,BE,City,Active
1001052,Kapellen,"Kapellen,Flanders,Belgium",9069523,BE,City,Active
1001054,Kontich,"Kontich,Flanders,Belgium",9069523,BE,City,Active
1001057,Lier,"Lier,Flanders,Belgium",9069523,BE,City,Active
1001058,Malle,"Malle,Flanders,Belgium",9069523,BE,City,Active
1001059,Mechelen,"Mechelen,Flanders,Belgium",9069523,BE,City,Active
1001062,Mol,"Mol,Flanders,Belgium",9069523,BE,City,Active
1001063,Mortsel,"Mortsel,Flanders,Belgium",9069523,BE,City,Active
1001066,Olen,"Olen,Flanders,Belgium",9069523,BE,City,Active
1001068,Puurs,"Puurs,Flanders,Belgium",9069523,BE,City,Active
1001070,Rijkevorsel,"Rijkevorsel,Flanders,Belgium",9069523,BE,City,Active
1001071,Rumst,"Rumst,Flanders,Belgium",9069523,BE,City,Active
1001072,Schelle,"Schelle,Flanders,Belgium",9069523,BE,City,Active
1001073,Schilde,"Schilde,Flanders,Belgium",9069523,BE,City,Active
1001074,Schoten,"Schoten,Flanders,Belgium",9069523,BE,City,Active
1001076,Sint-Amands,"Sint-Amands,Flanders,Belgium",9069523,BE,City,Active
1001078,Stabroek,"Stabroek,Flanders,Belgium",9069523,BE,City,Active
1001080,Turnhout,"Turnhout,Flanders,Belgium",9069523,BE,City,Active
1001082,Vosselaar,"Vosselaar,Flanders,Belgium",9069523,BE,City,Active
1001083,Westerlo,"Westerlo,Flanders,Belgium",9069523,BE,City,Active
1001084,Wijnegem,"Wijnegem,Flanders,Belgium",9069523,BE,City,Active
1001085,Willebroek,"Willebroek,Flanders,Belgium",9069523,BE,City,Active
1001087,Wommelgem,"Wommelgem,Flanders,Belgium",9069523,BE,City,Active
1001088,Zandhoven,"Zandhoven,Flanders,Belgium",9069523,BE,City,Active
1001089,Zoersel,"Zoersel,Flanders,Belgium",9069523,BE,City,Active
1001090,Zwijndrecht,"Zwijndrecht,Flanders,Belgium",9069523,BE,City,Active
1001091,Aarschot,"Aarschot,Flanders,Belgium",9069523,BE,City,Active
1001092,Asse,"Asse,Flanders,Belgium",9069523,BE,City,Active
1001094,Beauvechain,"Beauvechain,Walloon Region,Belgium",9069524,BE,City,Active
1001095,Begijnendijk,"Begijnendijk,Flanders,Belgium",9069523,BE,City,Active
1001097,Bierbeek,"Bierbeek,Flanders,Belgium",9069523,BE,City,Active
1001098,Boutersem,"Boutersem,Flanders,Belgium",9069523,BE,City,Active
1001100,Dilbeek,"Dilbeek,Flanders,Belgium",9069523,BE,City,Active
1001104,Grimbergen,"Grimbergen,Flanders,Belgium",9069523,BE,City,Active
1001105,Haacht,"Haacht,Flanders,Belgium",9069523,BE,City,Active
1001107,Halle,"Halle,Flanders,Belgium",9069523,BE,City,Active
1001108,Herent,"Herent,Flanders,Belgium",9069523,BE,City,Active
1001110,Holsbeek,"Holsbeek,Flanders,Belgium",9069523,BE,City,Active
1001112,Keerbergen,"Keerbergen,Flanders,Belgium",9069523,BE,City,Active
1001116,Kortenberg,"Kortenberg,Flanders,Belgium",9069523,BE,City,Active
1001117,Lennik,"Lennik,Flanders,Belgium",9069523,BE,City,Active
1001118,Leuven,"Leuven,Flanders,Belgium",9069523,BE,City,Active
1001121,Londerzeel,"Londerzeel,Flanders,Belgium",9069523,BE,City,Active
1001122,Lubbeek,"Lubbeek,Flanders,Belgium",9069523,BE,City,Active
1001123,Machelen,"Machelen,Flanders,Belgium",9069523,BE,City,Active
1001125,Meise,"Meise,Flanders,Belgium",9069523,BE,City,Active
1001129,Opwijk,"Opwijk,Flanders,Belgium",9069523,BE,City,Active
1001130,Overijse,"Overijse,Flanders,Belgium",9069523,BE,City,Active
1001133,Roosdaal,"Roosdaal,Flanders,Belgium",9069523,BE,City,Active
1001134,Rotselaar,"Rotselaar,Flanders,Belgium",9069523,BE,City,Active
1001136,Sint-Pieters-Leeuw,"Sint-Pieters-Leeuw,Flanders,Belgium",9069523,BE,City,Active
1001138,Steenokkerzeel,"Steenokkerzeel,Flanders,Belgium",9069523,BE,City,Active
1001140,Ternat,"Ternat,Flanders,Belgium",9069523,BE,City,Active
1001141,Tervuren,"Tervuren,Flanders,Belgium",9069523,BE,City,Active
1001142,Tienen,"Tienen,Flanders,Belgium",9069523,BE,City,Active
1001143,Tremelo,"Tremelo,Flanders,Belgium",9069523,BE,City,Active
1001145,Vilvoorde,"Vilvoorde,Flanders,Belgium",9069523,BE,City,Active
1001150,Zaventem,"Zaventem,Flanders,Belgium",9069523,BE,City,Active
1001152,Alken,"Alken,Flanders,Belgium",9069523,BE,City,Active
1001153,Beringen,"Beringen,Flanders,Belgium",9069523,BE,City,Active
1001154,Bilzen,"Bilzen,Flanders,Belgium",9069523,BE,City,Active
1001157,Bree,"Bree,Flanders,Belgium",9069523,BE,City,Active
1001159,Diepenbeek,"Diepenbeek,Flanders,Belgium",9069523,BE,City,Active
1001162,Genk,"Genk,Flanders,Belgium",9069523,BE,City,Active
1001163,Halen,"Halen,Flanders,Belgium",9069523,BE,City,Active
1001165,Hasselt,"Hasselt,Flanders,Belgium",9069523,BE,City,Active
1001166,Herk-de-Stad,"Herk-de-Stad,Flanders,Belgium",9069523,BE,City,Active
1001167,Hoeselt,"Hoeselt,Flanders,Belgium",9069523,BE,City,Active
1001170,Kinrooi,"Kinrooi,Flanders,Belgium",9069523,BE,City,Active
1001172,Lanaken,"Lanaken,Flanders,Belgium",9069523,BE,City,Active
1001174,Leopoldsburg,"Leopoldsburg,Flanders,Belgium",9069523,BE,City,Active
1001175,Lommel,"Lommel,Flanders,Belgium",9069523,BE,City,Active
1001176,Maaseik,"Maaseik,Flanders,Belgium",9069523,BE,City,Active
1001178,Opglabbeek,"Opglabbeek,Flanders,Belgium",9069523,BE,City,Active
1001179,Overpelt,"Overpelt,Flanders,Belgium",9069523,BE,City,Active
1001181,Peer,"Peer,Flanders,Belgium",9069523,BE,City,Active
1001182,Sint-Truiden,"Sint-Truiden,Flanders,Belgium",9069523,BE,City,Active
1001183,Tessenderlo,"Tessenderlo,Flanders,Belgium",9069523,BE,City,Active
1001184,Tongeren,"Tongeren,Flanders,Belgium",9069523,BE,City,Active
1001185,Zonhoven,"Zonhoven,Flanders,Belgium",9069523,BE,City,Active
1001187,Aalst,"Aalst,Flanders,Belgium",9069523,BE,City,Active
1001188,Aalter,"Aalter,Flanders,Belgium",9069523,BE,City,Active
1001189,Assenede,"Assenede,Flanders,Belgium",9069523,BE,City,Active
1001191,Beveren,"Beveren,Flanders,Belgium",9069523,BE,City,Active
1001193,Brakel,"Brakel,Flanders,Belgium",9069523,BE,City,Active
1001194,Buggenhout,"Buggenhout,Flanders,Belgium",9069523,BE,City,Active
1001196,Deerlijk,"Deerlijk,Flanders,Belgium",9069523,BE,City,Active
1001197,Deinze,"Deinze,Flanders,Belgium",9069523,BE,City,Active
1001198,Dendermonde,"Dendermonde,Flanders,Belgium",9069523,BE,City,Active
1001199,Destelbergen,"Destelbergen,Flanders,Belgium",9069523,BE,City,Active
1001201,Eeklo,"Eeklo,Flanders,Belgium",9069523,BE,City,Active
1001206,Evergem,"Evergem,Flanders,Belgium",9069523,BE,City,Active
1001207,Gavere,"Gavere,Flanders,Belgium",9069523,BE,City,Active
1001208,Ghent,"Ghent,Flanders,Belgium",9069523,BE,City,Active
1001209,Geraardsbergen,"Geraardsbergen,Flanders,Belgium",9069523,BE,City,Active
1001210,Hamme,"Hamme,Flanders,Belgium",9069523,BE,City,Active
1001215,Kruibeke,"Kruibeke,Flanders,Belgium",9069523,BE,City,Active
1001216,Kruishoutem,"Kruishoutem,Flanders,Belgium",9069523,BE,City,Active
1001217,Lebbeke,"Lebbeke,Flanders,Belgium",9069523,BE,City,Active
1001221,Lochristi,"Lochristi,Flanders,Belgium",9069523,BE,City,Active
1001222,Lokeren,"Lokeren,Flanders,Belgium",9069523,BE,City,Active
1001223,Lovendegem,"Lovendegem,Flanders,Belgium",9069523,BE,City,Active
1001224,Maldegem,"Maldegem,Flanders,Belgium",9069523,BE,City,Active
1001225,Melle,"Melle,Flanders,Belgium",9069523,BE,City,Active
1001228,Merelbeke,"Merelbeke,Flanders,Belgium",9069523,BE,City,Active
1001231,Nazareth,"Nazareth,Flanders,Belgium",9069523,BE,City,Active
1001232,Nevele,"Nevele,Flanders,Belgium",9069523,BE,City,Active
1001234,Ninove,"Ninove,Flanders,Belgium",9069523,BE,City,Active
1001236,Oosterzele,"Oosterzele,Flanders,Belgium",9069523,BE,City,Active
1001237,Oudenaarde,"Oudenaarde,Flanders,Belgium",9069523,BE,City,Active
1001238,Ronse,"Ronse,Flanders,Belgium",9069523,BE,City,Active
1001242,Sint-Niklaas,"Sint-Niklaas,Flanders,Belgium",9069523,BE,City,Active
1001243,Stekene,"Stekene,Flanders,Belgium",9069523,BE,City,Active
1001244,Temse,"Temse,Flanders,Belgium",9069523,BE,City,Active
1001247,Waarschoot,"Waarschoot,Flanders,Belgium",9069523,BE,City,Active
1001249,Wetteren,"Wetteren,Flanders,Belgium",9069523,BE,City,Active
1001252,Zele,"Zele,Flanders,Belgium",9069523,BE,City,Active
1001254,Zottegem,"Zottegem,Flanders,Belgium",9069523,BE,City,Active
1001256,Ardooie,"Ardooie,Flanders,Belgium",9069523,BE,City,Active
1001259,Bruges,"Bruges,Flanders,Belgium",9069523,BE,City,Active
1001261,Diksmuide,"Diksmuide,Flanders,Belgium",9069523,BE,City,Active
1001262,Gistel,"Gistel,Flanders,Belgium",9069523,BE,City,Active
1001266,Harelbeke,"Harelbeke,Flanders,Belgium",9069523,BE,City,Active
1001268,Hooglede,"Hooglede,Flanders,Belgium",9069523,BE,City,Active
1001269,Ypres,"Ypres,Flanders,Belgium",9069523,BE,City,Active
1001270,Izegem,"Izegem,Flanders,Belgium",9069523,BE,City,Active
1001271,Jabbeke,"Jabbeke,Flanders,Belgium",9069523,BE,City,Active
1001273,Knokke-Heist,"Knokke-Heist,Flanders,Belgium",9069523,BE,City,Active
1001274,Koksijde,"Koksijde,Flanders,Belgium",9069523,BE,City,Active
1001275,Kortrijk,"Kortrijk,Flanders,Belgium",9069523,BE,City,Active
1001276,Kuurne,"Kuurne,Flanders,Belgium",9069523,BE,City,Active
1001277,Menen,"Menen,Flanders,Belgium",9069523,BE,City,Active
1001278,Meulebeke,"Meulebeke,Flanders,Belgium",9069523,BE,City,Active
1001281,Nieuwpoort,"Nieuwpoort,Flanders,Belgium",9069523,BE,City,Active
1001282,Ostend,"Ostend,Flanders,Belgium",9069523,BE,City,Active
1001283,Oostkamp,"Oostkamp,Flanders,Belgium",9069523,BE,City,Active
1001286,Poperinge,"Poperinge,Flanders,Belgium",9069523,BE,City,Active
1001287,Roeselare,"Roeselare,Flanders,Belgium",9069523,BE,City,Active
1001292,Staden,"Staden,Flanders,Belgium",9069523,BE,City,Active
1001293,Tielt,"Tielt,Flanders,Belgium",9069523,BE,City,Active
1001294,Torhout,"Torhout,Flanders,Belgium",9069523,BE,City,Active
1001297,Waregem,"Waregem,Flanders,Belgium",9069523,BE,City,Active
1001298,Wervik,"Wervik,Flanders,Belgium",9069523,BE,City,Active
1001300,Wevelgem,"Wevelgem,Flanders,Belgium",9069523,BE,City,Active
1001301,Wielsbeke,"Wielsbeke,Flanders,Belgium",9069523,BE,City,Active
1001302,Zedelgem,"Zedelgem,Flanders,Belgium",9069523,BE,City,Active
1001304,Zwevegem,"Zwevegem,Flanders,Belgium",9069523,BE,City,Active
1001305,Aartselaar,"Aartselaar,Flanders,Belgium",9069523,BE,City,Active
1001307,Boortmeerbeek,"Boortmeerbeek,Flanders,Belgium",9069523,BE,City,Active
1001308,Braine-l'Alleud,"Braine-l'Alleud,Walloon Region,Belgium",9069524,BE,City,Active
1001310,Diest,"Diest,Flanders,Belgium",9069523,BE,City,Active
1001313,Grez-Doiceau,"Grez-Doiceau,Walloon Region,Belgium",9069524,BE,City,Active
1001314,Jodoigne,"Jodoigne,Walloon Region,Belgium",9069524,BE,City,Active
1001315,Kampenhout,"Kampenhout,Flanders,Belgium",9069523,BE,City,Active
1001316,La Hulpe,"La Hulpe,Walloon Region,Belgium",9069524,BE,City,Active
1001317,Lasne,"Lasne,Walloon Region,Belgium",9069524,BE,City,Active
1001319,Ottignies-Louvain-la-Neuve,"Ottignies-Louvain-la-Neuve,Walloon Region,Belgium",9069524,BE,City,Active
1001321,Nivelles,"Nivelles,Walloon Region,Belgium",9069524,BE,City,Active
1001326,Tubize,"Tubize,Walloon Region,Belgium",9069524,BE,City,Active
1001327,Waterloo,"Waterloo,Walloon Region,Belgium",9069524,BE,City,Active
1001329,Wavre,"Wavre,Walloon Region,Belgium",9069524,BE,City,Active
1001330,Ath,"Ath,Walloon Region,Belgium",9069524,BE,City,Active
1001332,Binche,"Binche,Walloon Region,Belgium",9069524,BE,City,Active
1001333,Braine-le-Comte,"Braine-le-Comte,Walloon Region,Belgium",9069524,BE,City,Active
1001334,Charleroi,"Charleroi,Walloon Region,Belgium",9069524,BE,City,Active
1001337,Courcelles,"Courcelles,Walloon Region,Belgium",9069524,BE,City,Active
1001342,Enghien,"Enghien,Walloon Region,Belgium",9069524,BE,City,Active
1001343,Fleurus,"Fleurus,Walloon Region,Belgium",9069524,BE,City,Active
1001344,Frameries,"Frameries,Walloon Region,Belgium",9069524,BE,City,Active
1001355,La Louviere,"La Louviere,Walloon Region,Belgium",9069524,BE,City,Active
1001356,Lessines,"Lessines,Walloon Region,Belgium",9069524,BE,City,Active
1001360,Mons,"Mons,Walloon Region,Belgium",9069524,BE,City,Active
1001361,Mouscron,"Mouscron,Walloon Region,Belgium",9069524,BE,City,Active
1001363,Peruwelz,"Peruwelz,Walloon Region,Belgium",9069524,BE,City,Active
1001366,Seneffe,"Seneffe,Walloon Region,Belgium",9069524,BE,City,Active
1001367,Soignies,"Soignies,Walloon Region,Belgium",9069524,BE,City,Active
1001370,Tournai,"Tournai,Walloon Region,Belgium",9069524,BE,City,Active
1001379,Chaudfontaine,"Chaudfontaine,Walloon Region,Belgium",9069524,BE,City,Active
1001382,Eupen,"Eupen,Walloon Region,Belgium",9069524,BE,City,Active
1001385,Grace-Hollogne,"Grace-Hollogne,Walloon Region,Belgium",9069524,BE,City,Active
